protein_set_id,accession,gene_name,samesets_accessions,subsets_accessions,description,protein_set_score,is_validated,selection_level,#sameset_protein_matches,#subset_protein_matches,coverage,MW,#observable_peptides,#sequences,#specific_sequences,#peptides,#specific_peptides,#peptide_matches,#specific_peptide_matches,peptides_count_UPS1_125amol_R2,peptides_count_UPS1_2500amol_R2,peptides_count_UPS1_50000amol_R2,peptides_count_UPS1_500amol_R2,peptides_count_UPS1_12500amol_R1,peptides_count_UPS1_125amol_R3,peptides_count_UPS1_2500amol_R3,peptides_count_UPS1_50000amol_R3,peptides_count_UPS1_500amol_R3,peptides_count_UPS1_25000amol_R1,peptides_count_UPS1_250amol_R1,peptides_count_UPS1_5000amol_R1,peptides_count_UPS1_50amol_R1,peptides_count_UPS1_12500amol_R2,peptides_count_UPS1_25000amol_R2,peptides_count_UPS1_250amol_R2,peptides_count_UPS1_5000amol_R2,peptides_count_UPS1_50amol_R2,peptides_count_UPS1_12500amol_R3,peptides_count_UPS1_25000amol_R3,peptides_count_UPS1_250amol_R3,peptides_count_UPS1_5000amol_R3,peptides_count_UPS1_50amol_R3,peptides_count_UPS1_125amol_R1,peptides_count_UPS1_2500amol_R1,peptides_count_UPS1_50000amol_R1,peptides_count_UPS1_500amol_R1,psm_count_UPS1_125amol_R2,psm_count_UPS1_2500amol_R2,psm_count_UPS1_50000amol_R2,psm_count_UPS1_500amol_R2,psm_count_UPS1_12500amol_R1,psm_count_UPS1_125amol_R3,psm_count_UPS1_2500amol_R3,psm_count_UPS1_50000amol_R3,psm_count_UPS1_500amol_R3,psm_count_UPS1_25000amol_R1,psm_count_UPS1_250amol_R1,psm_count_UPS1_5000amol_R1,psm_count_UPS1_50amol_R1,psm_count_UPS1_12500amol_R2,psm_count_UPS1_25000amol_R2,psm_count_UPS1_250amol_R2,psm_count_UPS1_5000amol_R2,psm_count_UPS1_50amol_R2,psm_count_UPS1_12500amol_R3,psm_count_UPS1_25000amol_R3,psm_count_UPS1_250amol_R3,psm_count_UPS1_5000amol_R3,psm_count_UPS1_50amol_R3,psm_count_UPS1_125amol_R1,psm_count_UPS1_2500amol_R1,psm_count_UPS1_50000amol_R1,psm_count_UPS1_500amol_R1,raw_abundance_UPS1_125amol_R2,raw_abundance_UPS1_2500amol_R2,raw_abundance_UPS1_50000amol_R2,raw_abundance_UPS1_500amol_R2,raw_abundance_UPS1_12500amol_R1,raw_abundance_UPS1_125amol_R3,raw_abundance_UPS1_2500amol_R3,raw_abundance_UPS1_50000amol_R3,raw_abundance_UPS1_500amol_R3,raw_abundance_UPS1_25000amol_R1,raw_abundance_UPS1_250amol_R1,raw_abundance_UPS1_5000amol_R1,raw_abundance_UPS1_50amol_R1,raw_abundance_UPS1_12500amol_R2,raw_abundance_UPS1_25000amol_R2,raw_abundance_UPS1_250amol_R2,raw_abundance_UPS1_5000amol_R2,raw_abundance_UPS1_50amol_R2,raw_abundance_UPS1_12500amol_R3,raw_abundance_UPS1_25000amol_R3,raw_abundance_UPS1_250amol_R3,raw_abundance_UPS1_5000amol_R3,raw_abundance_UPS1_50amol_R3,raw_abundance_UPS1_125amol_R1,raw_abundance_UPS1_2500amol_R1,raw_abundance_UPS1_50000amol_R1,raw_abundance_UPS1_500amol_R1,125amol 1,2500amol 1,50000amol 1,500amol 1,12500amol 1,25000amol 1,250amol 1,5000amol 1,50amol 1,125amol 2,2500amol 2,50000amol 2,500amol 2,12500amol 2,25000amol 2,250amol 2,5000amol 2,50amol 2,125amol 3,2500amol 3,50000amol 3,500amol 3,12500amol 3,25000amol 3,DDGDG,5000amol 3,50amol 3
21774,P38764,NA,P38764,NA,RPN1_YEAST 26S proteasome regulatory subunit RPN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPN1 PE=1 SV=3,145437,true,2,1,0,0,0,-1,5,5,5,5,21,21,3,1,NA,NA,NA,1,NA,1,NA,1,2,NA,1,NA,NA,NA,1,1,NA,NA,2,NA,2,3,1,NA,1,3,1,0,0,0,1,0,1,0,1,2,0,3,0,0,0,1,1,0,0,2,0,4,3,1,0,1,3902559.5,2889896.5,4017367.75,3236766.5,2631062,3074618.5,2907995.5,3342981.5,3493394,2840748,2973682,2855579.5,2945560.75,3019330.75,3765547.5,3284451.75,3039173.5,3579966.5,2740316,3175059.5,3310861.5,3015094,3846003.25,3538296.25,2808698.25,3480329,3233068.5,21.8959891976069,21.4625863936728,21.9378191011126,21.6261218627543,21.327213814802,21.4378394264499,21.5038189458495,21.4453521194443,21.4901108771439,21.5519759806532,21.4715936060739,21.672703940453,21.736197934585,21.5257973736246,21.8444282132677,21.6472211412213,21.53524760695,21.7715146566712,21.754623414558,21.4214702074544,21.7307922616721,21.6244726439281,21.385910836724,21.5983521972879,21.6587752304842,21.5237715502953,21.8749285511275
21834,Q07551,NA,Q07551,NA,KAR_YEAST NADPH-dependent alpha-keto amide reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDL124W PE=1 SV=1,145.37,true,2,1,0,0,0,-1,3,3,3,3,88,88,2,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,4,2,4,2,5,5,2,2,2,3,4,6,5,5,2,4,3,3,4,1,5,1,1,3,4,4,2567873,3018413.5,4040763,2992946,3078134.25,2626837,2955785.5,3992619.5,2848491,3238768.25,2574708,3090538,3458613.5,3332210,3927130.5,2479749,3135992.75,2976163.5,3172283.75,3815271,2627400,3123028.75,2872948,2196079.5,3143407,3978372.25,2738558.75,21.292142421784,21.5253590271224,21.9461963059602,21.5131348186797,21.5536247241825,21.6270138091345,21.2959773935271,21.5594265732695,21.7217623708962,21.3248952507293,21.4951101468885,21.9289041577941,21.4417664172474,21.6680478933205,21.9050441094152,21.2417626678471,21.5804907934612,21.5050223545604,21.0664988514358,21.5838976498818,21.9237468425051,21.3849854000008,21.5970903903059,21.8633541051442,21.3252044249485,21.5745144199159,21.4541004498309
21670,Q01574,NA,Q01574,NA,ACS1_YEAST Acetyl-coenzyme A synthetase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACS1 PE=1 SV=2,145279,true,2,1,0,0,0,-1,5,4,5,4,27,14,2,NA,2,NA,NA,1,1,2,1,1,1,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,1,2,NA,NA,1,2,0,2,0,0,1,1,2,1,1,1,0,0,0,0,0,2,3,0,1,0,0,2,2,0,0,1,3200838.25,3309653.75,4165319,4056403,3322665,3692358.75,3614789,4481204,3670792.75,3364037.25,3192107.5,3597462,3703485.5,3501465,4418689,3323797.25,3696376,3897960.75,3656060,4010928,3362114,3521068,3504118.5,3429565,3724176.5,4175840,3751111,21.6100183434214,21.6582488621007,21.9899955576148,21.9517695592442,21.6639094133015,21.6817622499745,21.6060778070703,21.7785480171789,21.8204522580532,21.8161113015337,21.7854800069465,22.0954549738082,21.8076602326617,21.7395272359597,22.0751869629792,21.6644009504274,21.8176800862905,21.8942881329663,21.7095941684216,21.8284900175272,21.993635004501,21.8388865240805,21.8018583161403,21.935504637951,21.6809372125319,21.7475816585858,21.7406201332106
21647,P16387,NA,P16387,NA,"ODPA_YEAST Pyruvate dehydrogenase E1 component subunit alpha, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PDA1 PE=1 SV=2",144837,true,2,1,0,0,0,-1,5,5,5,5,58,58,2,1,1,1,2,2,1,1,1,1,1,1,3,2,1,2,2,1,2,1,1,1,1,1,1,1,1,3,1,1,1,2,4,1,3,2,1,2,1,4,2,1,5,3,2,3,2,2,2,4,3,2,1,1,2954804,2492274.25,3076652.25,2795212.5,2465234.75,2842194.25,2779332.75,2988132,2864237.25,2438508.5,2433157.75,2613127.75,3325217.5,2463925.25,3049525.75,2932656.25,2652117,2912129.5,2560643,2883002.5,3031169.25,2626711.5,2937043.5,3035710.75,2487754.25,3333204.75,3038451.75,21.4946310051056,21.2490314006656,21.5529299562675,21.4145265343399,21.2332936019458,21.2175675705626,21.2143984275228,21.3173462258559,21.6650172786324,21.4385737283858,21.4063071379529,21.5108124495595,21.4497195679397,21.2325270578691,21.5401534673039,21.4837765454705,21.3387129916813,21.4736430817473,21.5336029030879,21.2464125468276,21.6684785104558,21.5349049516832,21.2880746984677,21.4591406571927,21.5314429787934,21.3248263227551,21.4859332026306
22304,P25719,NA,P25719,NA,"CYPC_YEAST Peptidyl-prolyl cis-trans isomerase C, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPR3 PE=1 SV=1",144498,true,2,1,0,0,0,-1,3,3,3,3,190,190,3,2,2,3,3,2,3,3,3,3,2,1,2,3,2,3,1,3,2,3,3,3,2,2,2,3,3,5,4,9,11,8,8,7,12,8,7,8,3,6,5,3,9,3,6,9,10,8,8,4,8,4,10,7,4771563.5,3990864,5460777,4653960.5,4189479.25,4514234,4574324,5276564.5,3984944.75,4062059.5,4008465.75,3558099.5,5637205,4269351,5317153.5,4181485.5,3331033.5,5603094,4197647.5,5009511,4194664,3977274.5,4199382,4755065,4260832,4844322.5,4592451.5,22.1860306414461,21.9282696850893,22.3806748124643,22.1500275353971,21.9983394981813,21.9537799413379,21.9346187166241,21.7626754245468,22.4265486021405,22.1060497733855,22.1251271249816,22.3311674852756,21.9261282911676,22.0255853463728,22.3422226852639,21.9955841295152,21.6675384325051,22.4177922653897,22.1810336316585,22.0227037380557,22.2078634817683,22.1308330547155,22.0011495898479,22.256238351925,22.0001238221948,21.9233487055489,22.0017455993258
21650,Q00711,NA,Q00711,P47052,"SDHA_YEAST Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SDH1 PE=1 SV=1",144283,true,2,1,1,0,0,-1,5,5,5,5,39,39,3,1,2,2,1,1,NA,1,2,1,3,NA,NA,NA,NA,2,NA,2,1,NA,3,NA,1,2,NA,2,NA,3,1,3,2,1,1,0,1,4,1,5,0,0,0,0,4,0,2,1,0,5,0,2,3,0,4,0,2550444.25,2328844,2892968.5,2537411.5,2600491.25,2588821.5,2450933.25,2825777.5,2311537,2123068.25,2346666,2524028.75,2221782.25,2261390.25,3165934.5,2078183.25,2443261,2360627,2295944,3153287.25,2367597.75,2435304.25,2401899.25,2573121,2496412.75,2658970.75,2353462.5,21.2823171346238,21.151182571705,21.4641191839359,21.2749260740899,21.3103527529599,21.0177193194435,21.162181087609,21.267296912785,21.0832859989049,21.3038640637462,21.2248997629515,21.4302164425389,21.1404210248201,21.1087785499838,21.5941999771989,20.9868914431091,21.2203765562584,21.1707386702883,21.2950878701563,21.2514250544653,21.3424364762444,21.1663534346755,21.1306560232247,21.5884251682304,21.1749925601832,21.2156705931907,21.1957442063903
22213,P53235,NA,P53235,NA,EIF2A_YEAST Eukaryotic translation initiation factor 2A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGR054W PE=1 SV=1,143945,true,2,1,0,0,0,-1,2,2,2,2,63,63,NA,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,4,2,2,2,2,4,1,1,1,3,3,2,5,1,2,3,1,5,2,4,4,1,1,7,1,1,820785.12,724521.62,1166640.75,831312,849258.75,805930.12,811058.5,1284158,897636.38,773725.62,764586.31,828755.81,984001.25,733993.62,1059757.12,740302.5,829487.94,942851,678498.25,883581.88,721457.06,753072,791441.38,841697.25,703946.38,970303.62,800046,19.6466450510241,19.4666692154287,20.1539289418648,19.6650305114501,19.6958446518528,19.561462520335,19.544319843231,19.6605875537239,19.908300622692,19.6202952264654,19.6294464512913,20.2923912887571,19.7757716220658,19.485407997404,20.015302228526,19.4977553750087,19.6618614802971,19.8466702723303,19.6829418781962,19.4251060165747,19.8880767294979,19.6097234270168,19.3719855690499,19.7530043074553,19.4605540047478,19.5224282796755,19.5941229720953
22278,P07264,NA,P07264,NA,LEUC_YEAST 3-isopropylmalate dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LEU1 PE=1 SV=3,143519,true,2,1,0,0,0,-1,4,4,4,4,163,163,2,2,1,2,3,1,3,2,2,2,1,3,1,2,2,3,2,1,2,2,2,2,2,1,2,1,2,4,7,3,5,7,6,7,3,7,7,5,9,1,11,8,9,8,2,4,5,7,9,6,4,9,2,8,3554452.25,3128903,4231334.5,3730309.75,3240649,2568683.5,3397918.5,3761693.5,3370135.5,3235393,2499383,3574783,3312448.5,3194183.5,4167338,3264233.5,3275069.5,3075687.5,3239380,3919121.5,3579830.25,3389364.75,3252417.5,2456772.75,3309228.25,4175507,3772323.5,21.7611958233758,21.5772255032024,22.0126813090047,21.8308640004039,21.6278513377793,21.6255095349313,21.2531405631308,21.7694242379773,21.6594665938882,21.2925977090335,21.6962198188281,21.8429508732507,21.6843751670364,21.6070157646455,21.9906946866788,21.6383128304458,21.6430940916205,21.5524774974929,21.2283329847733,21.658063372545,21.9935199530131,21.8470219706377,21.6272862847432,21.9020988691667,21.7714597480736,21.6925834716227,21.6330810316937
22273,P38328,NA,P38328,NA,ARPC1_YEAST Actin-related protein 2/3 complex subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARC40 PE=1 SV=1,142403,true,2,1,0,0,0,-1,2,2,2,2,95,95,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,NA,1,1,1,1,5,4,3,5,3,5,2,1,5,5,7,4,3,6,2,9,4,5,6,3,6,4,0,5,4,4,852968,868495.75,1123803.5,1110981,772521.06,971954.81,829253.25,1209955.5,1262745.12,1033502.75,918792.19,676862.62,1298600.75,1043112,963540.94,1047298.25,813164.06,1314222,884131.38,1072982.88,1130181.38,696968.88,1042750,891364.5,654185.69,1423956.12,1124348.12,19.7021320927596,19.7281592635349,20.0999583679092,20.0834027132878,19.559214737866,19.9791107968936,19.8093790678786,19.3685035201174,20.308526517023,19.8905297132633,19.6614532356553,20.2065225580555,20.2681320356703,19.9924626391374,19.8779864410929,19.998240921356,19.6331869271925,20.3257775673944,19.7656559789214,19.3193406759366,20.4414732588632,20.1006573604341,19.7539012413285,20.0331956266524,20.1081228950863,19.4107347149323,19.9919618815513
22388,P23641,NA,P23641,NA,MPCP_YEAST Mitochondrial phosphate carrier protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MIR1 PE=1 SV=1,142384,true,2,1,0,0,0,-1,3,3,3,3,99,99,3,2,2,2,2,3,1,1,3,2,2,2,1,2,1,3,3,1,2,2,2,2,1,3,2,2,2,4,3,7,4,5,4,2,5,5,2,5,6,2,6,2,6,4,1,2,4,3,3,1,4,5,7,2,2637285.75,2947215,3454132.25,3047154,2682270.25,2606429.75,3013698.25,3201026.5,3096656,2708898,2987685,3101202,3178236,2998204.5,3522269.5,2737848.25,2949124,3188497,2898761,2967358.5,2735027.75,2798879,2967367.5,2830296.5,3014669.5,3672323.25,2917109.75,21.330622465052,21.4909208785542,21.7198918903979,21.5390309835008,21.3550231714781,21.3692746410979,21.5105966180892,21.564396069769,21.5997948253474,21.3136435454321,21.5231035419925,21.6101031897442,21.5622796957469,21.5156673585719,21.7480738678853,21.3846110542547,21.4918550531087,21.6044450931163,21.432521766082,21.5235684166082,21.8082616244393,21.4761082348891,21.4670049588364,21.5007478051844,21.3831240402156,21.4164176875772,21.5007521808727
22365,P32565,NA,P32565,NA,RPN2_YEAST 26S proteasome regulatory subunit RPN2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPN2 PE=1 SV=4,142238,true,2,1,0,0,0,-1,5,5,5,5,97,97,1,2,3,2,1,2,2,2,2,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,3,2,1,3,2,5,4,2,3,2,5,4,4,4,4,2,5,4,2,3,6,3,3,7,4,5,4,5,4,4,3246627,3103671.25,4141687.5,3181453.25,3364591.75,3040889.25,3243052.5,4051719.5,3272596,3033676.25,2900012.25,3124037.75,2853764,2992088.5,3762767,2869383,3317196.75,2895193,3002601.75,4159981.75,2896747,3325839,3057628.25,3074639,3162054.5,4156411.75,3030228.75,21.6305102144467,21.565544320434,21.981787272277,21.601254491326,21.6820000322633,21.5326357005778,21.4676275636944,21.5749804560335,21.4444346013672,21.5360618433103,21.6289209483065,21.9501028693353,21.6420040828675,21.5127214172178,21.8433625261889,21.4523091185817,21.6615331533016,21.4652280940022,21.5519855997814,21.592430802992,21.9869071495188,21.5309952752448,21.5177817050913,21.9881457685458,21.4660022553877,21.6652869004498,21.5439815821434
22316,P20459,NA,P20459,NA,IF2A_YEAST Eukaryotic translation initiation factor 2 subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SUI2 PE=1 SV=1,142083,true,2,1,0,0,0,-1,3,3,3,3,27,27,1,1,2,NA,1,2,1,1,2,NA,1,1,1,2,NA,1,1,1,1,NA,1,NA,1,2,NA,2,NA,2,2,3,0,2,2,1,1,3,0,1,2,2,2,0,1,1,1,1,0,1,0,1,4,0,2,0,6123613,5905076.5,6645975,6023771.5,5854442,5613467.5,5740698,6477440,6172065,5706368.5,5571372,6072194,5755798.5,6226254,7557046.5,5496297,6494635,5764702,6287756,7280899,6024227,5978916,5873248,6099882.5,5997554,7018104,5994202,22.5459516796238,22.4935243191169,22.664049435414,22.5222356145549,22.4811002401026,22.4441414841296,22.409601217151,22.5337864533527,22.4565846561663,22.4204607839502,22.4527947312977,22.6269923162246,22.5573218247979,22.5699330020686,22.8493910693324,22.3900285336058,22.6308170174782,22.4588146005778,22.5403500221145,22.5159428114521,22.7426498962567,22.5151362717088,22.5841138033933,22.7956851657326,22.5223447028141,22.511452511409,22.4857271267604
21693,Q99258,NA,Q99258,NA,"RIB3_YEAST 3,4-dihydroxy-2-butanone 4-phosphate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RIB3 PE=1 SV=1",142077,true,2,1,0,0,0,-1,4,4,4,4,18,18,2,1,NA,1,1,1,1,NA,1,NA,1,1,1,NA,1,1,1,2,NA,NA,2,1,NA,1,2,NA,1,3,5,0,3,1,1,1,0,2,0,1,3,1,0,1,1,2,2,0,0,4,1,0,2,5,0,2,1888975.5,1362864.88,1962089.5,1509130.25,790586.12,2037324.75,1386253.25,2115232.75,1432302.75,1310241.25,1594953,1832038.12,1997528.5,999422.94,2218833.75,1491719.12,1227675.5,2050469.12,1224506.5,1439762.38,2069431.75,1198815.62,2171331.5,2088697.75,2044078.12,1655833.5,1775079.5,20.8491725594265,20.3782111038686,20.9039594203926,20.525285896673,19.5925631010047,20.3214010437846,20.6050824806711,20.8050180918435,20.9297846564651,20.9582445338557,20.40275941204,21.0123849886013,20.4499050408084,19.930735807424,21.081370144459,20.508544481371,20.2274978463134,20.9675225862113,20.9941723081989,20.9630189031647,20.6591261812913,20.7594522089766,20.2237690014481,20.4573992966284,20.9808032384963,20.1931783560442,21.050148570218
21982,P02294,NA,P02294,P02293,H2B2_YEAST Histone H2B.2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HTB2 PE=1 SV=2,141553,true,2,1,1,0,0,-1,5,5,5,5,258,258,2,3,2,2,2,3,1,2,3,3,2,3,2,2,4,1,4,2,2,3,2,2,2,3,2,3,3,13,10,5,6,9,9,10,5,14,15,11,18,2,9,9,6,14,3,8,7,11,8,9,13,11,7,16,15568358,11560123,15668134,15480112,12389643,13773960,13661958,14737637,14872713,12453706,13535067,13433120,14862265,13279771,17048448,13289229,13152679,14163658,13236598,15485551,14181609,13110543,14218810,15106704,12138157,16411211,14642412,23.8921134551168,23.4626534124434,23.9013300361569,23.8839125737598,23.562631281912,23.5700717906183,23.6901986932737,23.6792910907757,23.825150662676,23.7154400567296,23.7036609263504,23.8130018886669,23.8261645042472,23.6627269328834,24.023137074158,23.6637540705455,23.6488533486241,23.7556905777197,23.8486855899984,23.5330460504833,23.9681783649299,23.8036498881761,23.6580290401939,23.8844193814718,23.7575178896403,23.6442241031796,23.7612973922534
22325,P38061,NA,P38061,NA,RL32_YEAST 60S ribosomal protein L32 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL32 PE=1 SV=1,140.13,true,2,1,0,0,0,-1,4,4,5,5,183,183,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,3,10,11,7,9,7,5,9,6,6,3,7,2,9,7,5,8,6,6,8,3,7,6,6,7,3,7,8843935,7966652,9972020,9443516,8590910,8687152,8188322.5,10190813,9682266,7440673,8919476,8685996,10353437,8152738,11381783,8904706,8174696.5,10592810,7744187,9236005,9090575,8727540,10146460,9418215,8391264,9962875,10336666,23.0762569911854,22.9255421256864,23.2494543456425,23.170892671639,23.0343795275741,22.8270016866052,23.0885275267336,23.0502598577386,23.3036064386731,23.0504518500557,22.9651364938629,23.2807658152522,23.2069132990951,22.9588532219993,23.4402232432765,23.0861365490571,22.9627337383358,23.3365820141943,23.1670222263313,23.0004567136222,23.2481306921119,23.3012675963938,22.8846823593224,23.1388375234532,23.1159401204446,23.0571436332671,23.274473137311
22048,P38840,NA,P38840,NA,ARO9_YEAST Aromatic amino acid aminotransferase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO9 PE=1 SV=3,139733,true,2,1,0,0,0,-1,5,5,5,5,119,119,3,2,1,3,2,2,1,2,3,1,2,1,2,2,1,2,2,3,1,1,3,2,3,3,3,3,2,6,6,3,6,4,3,5,4,7,1,3,3,3,6,1,7,5,6,2,3,4,7,4,6,3,7,5,3378827.25,3008388.5,4300166,3799448.25,3429661,3678872.5,3211623.5,4659189,3121478.25,2970645.25,3144707.5,3192967.5,3835623.75,3168663.75,4117122,3273945,3308985.25,4106997,2993033.75,4101739,2926982,2939270.5,3810523.25,3798165.5,3318991,4610714,3755612,21.6880911607435,21.52055945643,22.0359609228027,21.8573584971479,21.7096345516147,21.5023449003058,21.5844944026691,21.6064664376636,21.8710297775239,21.8108322465035,21.6148713443338,22.1516474238814,21.5737979826674,21.5954431422833,21.9732047690611,21.6425986550661,21.6579574300894,21.9696524628095,21.856871339695,21.6623132866364,22.1365587482862,21.8406165922226,21.513177116347,21.9678042631445,21.4809824429866,21.4870267051255,21.8615576873441
22089,Q01855,NA,Q01855,NA,RS15_YEAST 40S ribosomal protein S15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS15 PE=1 SV=1,139586,true,2,1,0,0,0,-1,2,2,2,2,77,77,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,1,2,2,5,5,2,2,3,3,5,3,4,5,3,2,3,1,5,2,2,2,3,1,1,2,4043540,3006660,3783970.75,4047343.5,3502297,4235752.5,3178538.5,3351265,3629732.5,2796784.75,3784054.75,3070798.5,5731247,3198349.5,3873553.25,3921133.75,3159805,4658799,3573977,3322044.25,3954506.5,3170220.25,4585455,4276968,3186122,3905702.75,4077508.5,21.9471874524539,21.5197303031998,21.8514695060477,21.9485438657534,21.7398700009708,21.4153377927281,21.8515015319397,21.5501824178189,22.4504176428587,22.0141868627492,21.5999321324833,21.6762743409366,21.7914317993238,21.6088961674189,21.8852261419603,21.9028394223928,21.5914040979122,22.1515266572381,22.0281569824271,21.6033700795726,21.8971507240227,21.9592564537157,21.7690989194023,21.6636398596113,21.9150662350903,21.5961516439301,22.1286334642514
21815,P39730,NA,P39730,NA,IF2P_YEAST Eukaryotic translation initiation factor 5B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FUN12 PE=1 SV=2,139111,true,2,1,0,0,0,-1,5,5,5,5,161,161,3,3,3,3,3,3,2,3,2,3,2,3,3,2,3,3,3,2,2,3,3,2,1,3,2,3,3,8,4,8,8,7,4,6,6,7,7,3,4,5,5,5,6,10,2,5,6,9,5,2,6,6,7,8,2951356,3032876,3747111.5,3132054,2981859,3126532.25,2893473.5,3938239.5,3125620.5,2841377.25,2723314.75,3001070.5,3095389,3109340.5,3954320.25,2902735.5,3137284.75,3265573,3233309.5,3869875.5,2685174.5,3041519.5,2993058.25,3061100.5,2956395,4085748,3389836.5,21.4929465221027,21.5322550834939,21.8373474768294,21.5786776557911,21.50778060937,21.4381589603631,21.3769323023567,21.5170457798984,21.5616892947914,21.5761319679662,21.464371000509,21.9091194192522,21.5757111921901,21.5681771823888,21.9149982852009,21.4689816875432,21.5810850480655,21.6389047285471,21.5456189805633,21.4954076082501,21.9621687938648,21.6927842596983,21.6245801815651,21.883855722665,21.3565844162329,21.5363608230699,21.5131889257306
21868,P36017,NA,P36017,P36018; P36019,VPS21_YEAST Vacuolar protein sorting-associated protein 21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS21 PE=1 SV=1,138473,true,2,1,2,0,0,-1,3,3,3,3,31,31,2,1,NA,1,NA,2,2,NA,NA,1,NA,NA,1,1,1,2,1,NA,1,NA,1,NA,NA,2,1,NA,NA,4,2,0,1,0,2,2,0,0,2,0,0,2,1,1,4,1,0,1,0,2,0,0,6,1,0,0,1166176.38,1196976.12,1203272.12,1107869,1145053.5,1030454.88,1159750,1351948.25,1029712.81,1069093.75,994774.69,1261626.12,1210940.62,1128762.75,1440964.75,1016576.62,1170128.88,1301187.88,1159791.75,1337556.5,1297814.12,1287328.25,1242165.88,1270777,1144721.5,1469987,1187187,20.1533545768223,20.1909629397332,20.1985315142318,20.079355869282,20.1269835758399,20.0279569394356,19.9240102760447,20.2668530036239,20.2076966917207,19.9748499050355,20.1453824155119,20.3666084983871,19.9738105908472,20.1063108531613,20.4586036129408,19.9552875254101,20.1582360087883,20.3113978588007,20.2772794531519,20.1265652161697,20.4873719658018,20.1791157686039,20.1454343503546,20.3511684033039,20.3076523368234,20.2959485360654,20.2444264146004
22251,P43585,NA,P43585,NA,VTC2_YEAST Vacuolar transporter chaperone 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VTC2 PE=1 SV=1,138.08,true,2,1,0,0,0,-1,6,5,6,5,69,47,1,2,1,2,2,2,1,4,1,1,2,2,2,2,2,1,2,2,2,NA,1,1,2,2,2,1,2,2,4,1,4,6,4,2,5,2,1,2,3,3,2,4,1,7,2,3,0,2,4,2,2,7,1,6,1994031.5,2245798.5,3239915.25,2574866.75,2426607.25,2213250,2321246,3433937.5,2547068.25,2241360.75,2234520.75,2446030,3074659.25,2151599.75,3051074.25,2134859.25,2561646.5,2950467.25,1999074.38,2666278.75,2178887,2230469.5,2879339.75,2533793.25,2338114.5,3445139.75,2839767.5,20.9272567696996,21.0987970598001,21.6275246447786,21.2960663437217,21.210509194365,21.0959434405509,21.0915340111406,21.2220106676236,21.5519951015403,21.0777349908153,21.146467993417,21.7114323508714,21.2804061872077,21.0369782957338,21.5408858586486,21.0257095262797,21.2886399708882,21.4925120139269,21.2728673789771,21.1569141512628,21.7161310754882,21.4373413862627,20.930900721077,21.3463961862928,21.0551599476197,21.0889159897963,21.4573066002265
