"","protein_set_id","accession","gene_name","samesets_accessions","subsets_accessions","description","protein_set_score","is_validated","selection_level","X.sameset_protein_matches","X.subset_protein_matches","coverage","MW","X.observable_peptides","X.sequences","X.specific_sequences","X.peptides","X.specific_peptides","X.peptide_matches","X.specific_peptide_matches","peptides_count_UPS1_125amol_R2","peptides_count_UPS1_2500amol_R2","peptides_count_UPS1_50000amol_R2","peptides_count_UPS1_500amol_R2","peptides_count_UPS1_12500amol_R1","peptides_count_UPS1_125amol_R3","peptides_count_UPS1_2500amol_R3","peptides_count_UPS1_50000amol_R3","peptides_count_UPS1_500amol_R3","peptides_count_UPS1_25000amol_R1","peptides_count_UPS1_250amol_R1","peptides_count_UPS1_5000amol_R1","peptides_count_UPS1_50amol_R1","peptides_count_UPS1_12500amol_R2","peptides_count_UPS1_25000amol_R2","peptides_count_UPS1_250amol_R2","peptides_count_UPS1_5000amol_R2","peptides_count_UPS1_50amol_R2","peptides_count_UPS1_12500amol_R3","peptides_count_UPS1_25000amol_R3","peptides_count_UPS1_250amol_R3","peptides_count_UPS1_5000amol_R3","peptides_count_UPS1_50amol_R3","peptides_count_UPS1_125amol_R1","peptides_count_UPS1_2500amol_R1","peptides_count_UPS1_50000amol_R1","peptides_count_UPS1_500amol_R1","psm_count_UPS1_125amol_R2","psm_count_UPS1_2500amol_R2","psm_count_UPS1_50000amol_R2","psm_count_UPS1_500amol_R2","psm_count_UPS1_12500amol_R1","psm_count_UPS1_125amol_R3","psm_count_UPS1_2500amol_R3","psm_count_UPS1_50000amol_R3","psm_count_UPS1_500amol_R3","psm_count_UPS1_25000amol_R1","psm_count_UPS1_250amol_R1","psm_count_UPS1_5000amol_R1","psm_count_UPS1_50amol_R1","psm_count_UPS1_12500amol_R2","psm_count_UPS1_25000amol_R2","psm_count_UPS1_250amol_R2","psm_count_UPS1_5000amol_R2","psm_count_UPS1_50amol_R2","psm_count_UPS1_12500amol_R3","psm_count_UPS1_25000amol_R3","psm_count_UPS1_250amol_R3","psm_count_UPS1_5000amol_R3","psm_count_UPS1_50amol_R3","psm_count_UPS1_125amol_R1","psm_count_UPS1_2500amol_R1","psm_count_UPS1_50000amol_R1","psm_count_UPS1_500amol_R1","raw_abundance_UPS1_125amol_R2","raw_abundance_UPS1_2500amol_R2","raw_abundance_UPS1_50000amol_R2","raw_abundance_UPS1_500amol_R2","raw_abundance_UPS1_12500amol_R1","raw_abundance_UPS1_125amol_R3","raw_abundance_UPS1_2500amol_R3","raw_abundance_UPS1_50000amol_R3","raw_abundance_UPS1_500amol_R3","raw_abundance_UPS1_25000amol_R1","raw_abundance_UPS1_250amol_R1","raw_abundance_UPS1_5000amol_R1","raw_abundance_UPS1_50amol_R1","raw_abundance_UPS1_12500amol_R2","raw_abundance_UPS1_25000amol_R2","raw_abundance_UPS1_250amol_R2","raw_abundance_UPS1_5000amol_R2","raw_abundance_UPS1_50amol_R2","raw_abundance_UPS1_12500amol_R3","raw_abundance_UPS1_25000amol_R3","raw_abundance_UPS1_250amol_R3","raw_abundance_UPS1_5000amol_R3","raw_abundance_UPS1_50amol_R3","raw_abundance_UPS1_125amol_R1","raw_abundance_UPS1_2500amol_R1","raw_abundance_UPS1_50000amol_R1","raw_abundance_UPS1_500amol_R1","X125amol.1","X2500amol.1","X50000amol.1","X500amol.1","X12500amol.1","X25000amol.1","X250amol.1","X5000amol.1","X50amol.1","X125amol.2","X2500amol.2","X50000amol.2","X500amol.2","X12500amol.2","X25000amol.2","X250amol.2","X5000amol.2","X50amol.2","X125amol.3","X2500amol.3","X50000amol.3","X500amol.3","X12500amol.3","X25000amol.3","DDGDG","X5000amol.3","X50amol.3","log-ratios X125amol. vs X2500amol.","log-ratios X50000amol. vs X2500amol.","log-ratios X500amol. vs X2500amol.","log-ratios X12500amol. vs X2500amol.","log-ratios X25000amol. vs X2500amol.","log-ratios C7 vs X2500amol.","log-ratios X5000amol. vs X2500amol.","log-ratios X50amol. vs X2500amol.","FDR PolySTest X125amol. vs X2500amol.","FDR PolySTest X50000amol. vs X2500amol.","FDR PolySTest X500amol. vs X2500amol.","FDR PolySTest X12500amol. vs X2500amol.","FDR PolySTest X25000amol. vs X2500amol.","FDR PolySTest C7 vs X2500amol.","FDR PolySTest X5000amol. vs X2500amol.","FDR PolySTest X50amol. vs X2500amol.","FDR limma X125amol. vs X2500amol.","FDR limma X50000amol. vs X2500amol.","FDR limma X500amol. vs X2500amol.","FDR limma X12500amol. vs X2500amol.","FDR limma X25000amol. vs X2500amol.","FDR limma C7 vs X2500amol.","FDR limma X5000amol. vs X2500amol.","FDR limma X50amol. vs X2500amol.","FDR Miss test X125amol. vs X2500amol.","FDR Miss test X50000amol. vs X2500amol.","FDR Miss test X500amol. vs X2500amol.","FDR Miss test X12500amol. vs X2500amol.","FDR Miss test X25000amol. vs X2500amol.","FDR Miss test C7 vs X2500amol.","FDR Miss test X5000amol. vs X2500amol.","FDR Miss test X50amol. vs X2500amol.","FDR rank products X125amol. vs X2500amol.","FDR rank products X50000amol. vs X2500amol.","FDR rank products X500amol. vs X2500amol.","FDR rank products X12500amol. vs X2500amol.","FDR rank products X25000amol. vs X2500amol.","FDR rank products C7 vs X2500amol.","FDR rank products X5000amol. vs X2500amol.","FDR rank products X50amol. vs X2500amol.","FDR permutation test X125amol. vs X2500amol.","FDR permutation test X50000amol. vs X2500amol.","FDR permutation test X500amol. vs X2500amol.","FDR permutation test X12500amol. vs X2500amol.","FDR permutation test X25000amol. vs X2500amol.","FDR permutation test C7 vs X2500amol.","FDR permutation test X5000amol. vs X2500amol.","FDR permutation test X50amol. vs X2500amol.","FDR t-test X125amol. vs X2500amol.","FDR t-test X50000amol. vs X2500amol.","FDR t-test X500amol. vs X2500amol.","FDR t-test X12500amol. vs X2500amol.","FDR t-test X25000amol. vs X2500amol.","FDR t-test C7 vs X2500amol.","FDR t-test X5000amol. vs X2500amol.","FDR t-test X50amol. vs X2500amol."
"feature 407","22060","P40850",NA,"P40850",NA,"MKT1_YEAST Protein MKT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MKT1 PE=1 SV=2","130709","true","2","1","0","0","0","-1","4","4","4","4","42","42","1",NA,NA,NA,"1","1","2","1","2",NA,"1","1","2",NA,NA,"2","1","2",NA,NA,"3","1","3","2","1",NA,"2","2","0","0","0","1","1","3","1","2","0","1","1","4","0","0","4","2","4","0","0","4","2","6","5","2","0","5","2316672","2117785.75","2466544.25","2526517","2138629.75","2193846.5","2180277.5","2549967","2568953.25","2107034","2151336","2124811.75","2261099.5","2188497.75","2311993","2269671","2088040.62","2236848.25","2103433.75","2281294","2372866.5","2172441.75","2339258.5","2238095.5","2242735","2378986","2499455.5",21.1436223677477,21.0141252129286,21.2340597389525,21.2687184566749,21.0282553070519,21.0067821636102,21.036801434707,21.0189035991054,21.1085930488077,21.0650311554864,21.0560803384526,21.2820471461164,21.2927492055314,21.0615094700635,21.1407055991348,21.1140517562377,20.9937183471815,21.093035955181,21.0938401670491,21.0968277319811,21.1819153510536,21.2531824110082,21.0043149488515,21.1214209541635,21.1781995045776,21.0508860636882,21.157619864987,0.0451534689736318,0.176996317586733,0.215872263284067,-0.0243178524651337,0.0339584778487338,0.0540064707199998,-0.0345084244624007,0.0640718618711335,0.952685855658087,0.00301088308793689,0.0147159031338443,1,0.100868828141555,0.273726273726274,1,0.539807369751536,0.317561951886029,0.000752720771984222,0.00367897578346107,0.996990670695276,0.221188929439473,0.629130362778094,0.998426327722986,0.134951842437884,1,0.190265916973273,0.363107198858356,1,1,1,1,1,0.707456520833454,0.468501685314604,0.452660335469088,0.915864153285285,0.753225244097961,0.649227854323173,0.928545812590447,0.689376594501977,0.351601117558564,0.013215507896359,0.0349509645284293,0.317993352294144,0.0252172070353889,0.0684315684315684,0.835164835164835,0.900256555783548,0.146069292823591,0.00415385873447293,0.0389155014661427,0.569108042317902,0.334484643839122,0.373331424672894,0.702955495076875,0.0605980523550769
"feature 408","22144","P04076",NA,"P04076",NA,"ARLY_YEAST Argininosuccinate lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARG4 PE=1 SV=2","129813","true","2","1","0","0","0","-1","4","4","4","4","283","283","2",NA,"3","2","2","3","2","2","3","2","4","3","3",NA,"2","3","3","1","1","2","2","3","2","3","2","2","2","12","0","11","10","8","10","10","15","13","13","11","15","12","0","13","13","10","8","11","10","16","13","11","21","11","13","12","4630941.5","3944426.5","5056689.5","4791801.5","4488882","4681166.5","4569752","4950154","5017111","4548569.5","4538965","4458151","5328415.5","3625275.5","5393258","4542750.5","4423053","5246305","3634767.5","4975569","4614226","4565693","5010974","4847504","4763696.5","5262018","5076215",22.1428741017506,21.9113841241252,22.2697617635372,22.1921367151602,22.0979247417077,22.1169814663399,22.1139319330084,22.0880140516154,22.3452751548147,22.158436649147,22.1236844418113,22.239041977664,22.2584254263776,21.7896592051086,22.3627256197529,22.1151346402268,22.076611099008,22.3228702521075,22.208810658121,22.1836500698703,22.3271847529223,22.2753217442686,21.7934316535998,22.2464300892595,22.1376572367812,22.1224024244479,22.2566596215262,0.0971342577372667,0.205756619438901,0.169055083333199,-0.179234345130233,0.169139513181835,0.049335058069867,0.0227696464215003,0.235362130880534,0.979855621613099,0.0166384106735048,0.375124336161765,0.834064889814019,0.175670403003369,0.995132210180807,1,0.0431790061338034,0.244963905403275,0.00415960266837621,0.0937810840404414,0.506300155350412,0.0439176007508422,0.746349157635606,0.998426327722986,0.0107947515334509,1,0.190265916973273,1,1,1,1,1,0.270768483444398,0.791995887381645,0.6054054175754,0.715123105695431,0.908096769738897,0.946090059718889,0.739172234604173,0.971784655165836,0.513911624490554,0.540395088782186,0.072014941580159,0.245713470203266,0.208516222453505,0.664114474333452,0.282945034240371,0.887141147395744,0.172558922558923,0.186484419712311,0.0236974308226853,0.117605639945614,0.548932332971929,0.306878826758086,0.473577793570927,0.785520603830634,0.0550876283261207
"feature 409","22219","P38910",NA,"P38910",NA,"CH10_YEAST 10 kDa heat shock protein, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP10 PE=1 SV=1","129337","true","2","1","0","0","0","-1","3","3","3","3","169","169","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","3","2","3","2","2","2","2","6","6","5","9","7","6","5","5","6","9","6","9","7","9","9","4","6","4","6","5","5","8","5","6","4","8","4","7123450","6218433.5","7730045","6759269.5","5965377","6447583.5","6585053","6917372","6590829","6287067","6179915","6578804","7061789.5","6286005","8224134.5","6859060","6428351","6947178.5","6342775","7685262.5","6394575","6590824","6954981","6932434","6311601","8033359.5","6743020.5",22.7641446998985,22.5681197627964,22.8820453820626,22.6884359067082,22.5081818855923,22.5839557070314,22.5591555644244,22.6493939009898,22.7516023867638,22.6203271212093,22.6507636214277,22.7217926125795,22.6520285093631,22.5837119890065,22.9714324283229,22.7095794451013,22.6160172743382,22.7279957355708,22.7249305455257,22.5895745748156,22.9375720091728,22.6849635530503,22.5966827350577,22.8736631071817,22.6084170463721,22.6520274148911,22.7296151428633,0.100314802531268,0.2443173482584,0.072323336693966,-0.0399604497943997,0.206864427832099,0.0228980322860342,0.0363268770598009,0.133585102052733,0.686227641469837,0.00568569998597233,0.74997002997003,0.670898608118339,0.089481368216852,0.672584558298844,1,0.148374009380576,0.228742547156612,0.00142142499649308,0.301732031759745,0.996990670695276,0.022370342054213,0.796934869311026,0.998426327722986,0.0741870046902882,1,0.190265916973273,1,1,1,1,1,0.247956261153581,0.750398147359435,0.680251082951326,0.775125089217335,0.912003021174872,0.808475151830968,0.766138797431993,0.928545812590447,0.714180522626044,0.313184277651283,0.021793995478206,0.24999000999001,0.167724652029585,0.80112782421841,0.168146139574711,0.357927786499215,0.0429265058086019,0.101880659400629,0.0120090634069025,0.0814901091503083,0.548932332971929,0.306878826758086,0.493683070165615,0.702955495076875,0.0292335144801536
"feature 410","22031","P27616",NA,"P27616",NA,"PUR7_YEAST Phosphoribosylaminoimidazole-succinocarboxamide synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE1 PE=1 SV=2","128.98","true","2","1","0","0","0","-1","3","3","3","3","25","25",NA,NA,"1","1",NA,"1","1","1","1","1",NA,NA,"2","1",NA,"1",NA,"2","1",NA,"1","1","1",NA,NA,"1","1","0","0","2","1","0","1","1","2","1","2","0","0","4","1","0","2","0","3","1","0","1","1","1","0","0","1","1","2328880.5","2315638.25","1940409.5","2415300.25","2255085.75","2546578.25","2264128","2370169.25","2519492","1992013","2270470.75","2097969.25","2353457.5","2117161.5","2806243.5","2417713","2393394.5","2592597.5","2229941","2445036","2067136.5","2107703.5","2449856.75","2556160.75","2262894","2442096.5","2423695.75",21.1512051829045,21.1429784618162,20.8879297172397,21.2037711133587,21.1047508625599,20.9257956318779,21.1145600202675,21.0005621017686,21.1663503696244,21.2801286176621,21.1105240909857,21.1765586526744,21.2647014447314,21.0136998936353,21.4202087675197,21.205211565751,21.190626783286,21.3059668149187,21.2855471356308,21.109737575822,21.2196887791993,21.2087771759257,21.0885741090063,21.2214242764809,20.9792022272559,21.0072405002625,21.2242659625901,0.117880269191168,-0.0263543265034987,0.104669868463969,-0.0520717544741321,0.0680628490848676,-0.0214221051164986,-0.0549369144355983,0.111114339503101,0.369677941106512,0.0338029317621154,0.231819136277735,1,0.884755717757892,0.887485185621832,1,0.336045711172857,0.25589941000231,0.121192190118445,0.281488608565014,0.996990670695276,0.221188929439473,0.808946898777041,0.998426327722986,0.168022855586428,1,0.863496631705966,0.363107198858356,1,1,1,1,0.270768483444398,0.718158355144441,0.107665201691857,0.830141955127043,0.908096769738897,0.686079763042188,0.911600411804046,0.928545812590447,0.775092712373151,0.0924194852766281,0.00845073294052886,0.0579547840694338,0.384983187833544,0.534965034965035,0.221871296405458,0.989488772097468,0.0920693139713313,0.0967956981688539,0.123110222243408,0.0452209624284816,0.517708267713141,0.375340205923898,0.524986236772168,0.704541198436902,0.0589960428093928
"feature 411","22450","P32626",NA,"P32626",NA,"ENOPH_YEAST Enolase-phosphatase E1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UTR4 PE=1 SV=2","128582","true","2","1","0","0","0","-1","2","2","2","2","37","37","1","1","1",NA,NA,NA,"1","1",NA,"1",NA,"1",NA,NA,"1",NA,NA,NA,NA,"1","1","1","1","1","2","1",NA,"2","2","5","0","0","0","1","4","0","1","0","1","0","0","6","0","0","0","0","2","1","1","1","2","6","3","0","2056181","1958229.5","2352287","2007411.75","1867013.25","2157400","2580949","2557246.25","1848455","1977336.62","1949041","1904231.75","1214626.62","1799450.5","2555611.5","1785623.38","1754417.5","1939700","2170172.5","2059257.88","2028058.62","2156048.5","1234811.88","2072718","1881255.25","2245816.75","2263999.5",20.9715358359517,20.9011184247199,21.1656326619035,20.9369051345831,20.8323007355822,20.9151270643998,20.8943330087525,20.8607776384268,20.2120814623644,21.0408622583471,21.2994702031334,21.2861596608964,20.8178884913632,20.7791249859037,21.2852371060694,20.7679963916068,20.7425606771445,20.8874021073137,20.9830924157878,20.8432641773166,21.0988087835044,21.1104422088775,21.0493782917191,20.9736930787022,20.9516679226324,21.0399582009965,20.2358598374794,-0.0161207650277658,0.168916100378134,-0.0595389901153662,-0.127682930654965,0.0434014813338344,-0.143285160726066,-0.133518762867366,-0.5695031326708,1,0.190925413966119,1,1,1,1,1,0.0115735383767588,0.505843408233663,0.0477313534915298,0.452825393579334,0.996990670695276,0.29894768464596,0.65876357349357,0.998426327722986,0.00289338459418971,1,0.863496631705966,1,1,1,1,1,1,0.754398345436136,0.646968259228727,0.685481103930206,0.912003021174872,0.854618451650538,0.802686456510966,0.928545812590447,0.133165286888508,0.639819987086868,0.338392790005693,0.929514363187832,0.847285678310609,0.778783480670273,0.787758752875032,0.955502625453364,0.0625952120968732,0.337125263382597,0.0593760179196148,0.309493309070765,0.585507589247276,0.417043711782706,0.409909453675677,0.704541198436902,0.0605980523550769
"feature 412","21853","P17695",NA,"P17695",NA,"GLRX2_YEAST Glutaredoxin-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GRX2 PE=1 SV=3","128402","true","2","1","0","0","0","-1","4","4","4","4","123","123","2","2","2","2","2","2","2","2","2","2","2","3","2","1","3","2","2","1","2","1","1","3","1","2","2","2","2","4","7","5","4","6","6","4","6","6","5","5","8","2","4","5","5","7","1","7","1","1","7","2","3","4","4","4","2963766","2470311.5","2647522.25","2371147.5","2519872.5","2400083.5","2332428.25","2351797.5","2572857","2188506.25","2209598.25","2618726.25","2887534.5","2417926","3390211","2467371.75","2406862.5","2886878","2124778.75","2552705","2046482","2451487.5","2796067","2617803.5","2753236","2716309","2409315.25",21.4990001154948,21.2362615427819,21.3362113781234,21.1771539794658,21.2649193077037,21.0615150733976,21.0753526514199,21.3204338239691,21.4614067531452,21.1946531680498,21.1534012709966,21.1653324125244,21.2949398432929,21.2053386612782,21.6929436359544,21.2345436669957,21.1987222947534,21.4610787096262,21.3199253777551,21.3926968485046,21.3732161753466,21.2001917465682,21.0188811927411,21.2835953935448,20.9647145468186,21.2252259747438,21.4149675006418,0.0770729996722004,0.0308001012371003,-0.0366913643187322,-0.0977401668533654,0.0852314802045673,-0.169249599016299,-0.0126591896055999,0.185031100376701,1,0.043587990956412,1,1,0.858991173297788,1,1,0.233692687680418,0.377626116879818,0.121577348547525,0.476206749534281,0.996990670695276,0.214747793324447,0.49958470155418,0.998426327722986,0.0971836908247808,1,1,1,1,1,1,1,1,0.919877451053087,0.21138286319771,0.616340432446018,0.912003021174872,0.84314398634351,0.720793745425329,0.94796981083067,0.627226884678549,0.491550195535015,0.010896997739103,0.945786289182516,0.546862483311081,0.728356150891362,0.843061566764231,0.69433311786253,0.0778975625601392,0.239322024604619,0.114667664914605,0.292739052079749,0.556423615782188,0.379926984971138,0.295605436513164,0.790178750244867,0.0617120885757083
"feature 413","22353","P14120",NA,"P14120",NA,"RL30_YEAST 60S ribosomal protein L30 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL30 PE=1 SV=3","125452","true","2","1","0","0","0","-1","2","2","2","2","62","62","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","2","1","1","1","1","1","1","1","1","3","2","2","2","2","2","3","2","1","2","3","2","2","3","1","2","3","1","3","3","2","2","2","2","3","3","4","5764782","5160482.5","6920932","5813061","6469179","5850843","5714986","7388929","5569386.5","6268840.5","5853922","5712192.5","6825119.5","6911359.5","7099603","5911435.5","5581606.5","6825924.5","7128729","6313506.5","5839417.5","5526863","6728637.5","6158739.5","5552625","7912095","6017526",22.4588346215264,22.2990745318359,22.7225348992729,22.4708666170537,22.6251512015134,22.5797671926396,22.4809720921527,22.4456131681092,22.7024228755102,22.4802130750971,22.4463185335985,22.8169338351349,22.4090869844739,22.7205380933953,22.7593069226817,22.4950770782815,22.412248988155,22.7025930265271,22.5542036762211,22.4047385352324,22.9156283178689,22.520739039508,22.7652134469959,22.5900100650356,22.4773930323037,22.3980294207635,22.6818829685139,0.1143732573926,0.434988483869968,0.0835203467896003,0.320257047079268,0.2596508598967,0.1011035340237,0.0352533254536335,0.312255756628134,0.482277230025926,4.72701632439257e-06,0.841623951350489,0.00355684305661627,0.00901767930937651,0.553747883749874,1,0.000869213340762317,0.120569307506482,1.18175408109814e-06,0.210405987837622,0.000889210764154068,0.00225441982734413,0.424753513816957,0.998426327722986,0.000217303335190579,1,0.190265916973273,1,0.885427888423298,0.661769183156308,0.553747883749874,1,0.253982263497312,0.707456520833454,0.450936425847646,0.830141955127043,0.101975588834991,0.804634340457333,0.410422511272353,0.928545812590447,0.300926105999512,0.929366730174267,0.123607735548034,0.638497454207424,0.0735547638202505,0.515151515151515,0.210199356957036,0.420276497695853,0.0464313014920302,0.0957440272993674,0.00251706986983061,0.133454673489435,0.09086761456764,0.205519300048892,0.261499139771106,0.714759563110847,0.0255157291576177
"feature 414","22314","Q04062",NA,"Q04062",NA,"RPN9_YEAST 26S proteasome regulatory subunit RPN9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPN9 PE=1 SV=1","125122","true","2","1","0","0","0","-1","5","5","5","5","126","126","2","2","2","2","1","2","2","2","2","2","2","3","3","2","1","2","2","2","2","2","2","2","2","3","2","2","2","3","5","3","2","2","2","6","3","4","3","5","6","10","8","4","5","7","7","8","6","3","7","3","5","4","3","8","2375463.75","2207218.25","2891530.75","2556043.75","2133493","2247266","2167270.5","2629171.5","2376029.75","2473529","1932615.62","2408393.25","3259662.25","2149849.75","2923269.5","2083522.25","2213232.5","2659199","2118302.5","2843804","2218995","2230115.5","2905026.75","2635320.5","2021461","2864948.25","2201838.25",21.1797777604576,21.0737978598502,21.4634020138757,21.285481099415,21.0247859463821,21.2381393832783,20.8821232962355,21.199639548425,21.6362910566353,21.0997394700628,21.0474477987381,21.3261768208768,21.1801214693975,21.0358044047183,21.4791514085231,20.9905930760329,21.0777235834898,21.3425603140152,21.3295469982237,20.9469669393205,21.4500776489197,21.0702770598005,21.0144771945787,21.4393906046148,21.081474986078,21.0886870000806,21.4701200176062,0.180283876945101,0.390481295254466,0.155889010234733,0.00228498259009888,0.3628229328358,-0.0380070798541337,0.0992791780288667,0.460252930115966,0.353354202242146,0.000396700051993816,0.510405306441088,0.361377752682101,0.00901115489295708,1,1,0.000513970075612931,0.0883385505605366,9.9175012998454e-05,0.127601326610272,0.996990670695276,0.00225278872323927,0.777589127107454,0.998426327722986,0.000128492518903233,1,0.190265916973273,1,1,0.695367618496046,1,1,0.270768483444398,0.581649129655029,0.571143273511541,0.759381507885499,0.915864153285285,0.503201304909085,0.838872074484329,0.928545812590447,0.150092486014682,0.470595552307615,0.0277740552130796,0.911182567432567,0.0903444381705251,0.965357305946294,0.583093989343989,0.895305781175346,0.0321247380070909,0.0915507966394471,0.00195838450849333,0.0957140878393985,0.707224951703554,0.181905320111799,0.473577793570927,0.702955495076875,0.0263707746853814
"feature 415","22261","P10869",NA,"P10869",NA,"AK_YEAST Aspartokinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HOM3 PE=1 SV=2","124752","true","2","1","0","0","0","-1","3","3","3","3","35","35","1","2",NA,NA,"1","1","3","1","1","2",NA,"2",NA,"1","2","1","3",NA,"1","1","1","1",NA,NA,"1","1","1","1","2","0","0","2","1","3","1","1","3","0","3","0","1","2","1","4","0","3","1","1","1","0","0","3","2","2","2032429.75","1892673.5","2226928","1691944.62","1918397.12","1906408.75","1704911.88","2226404.5","1735918.75","1865157","1810842.88","1772402","1657262.75","1908052.62","2640811.5","1876176.62","2001065.12","1877266","2060266.38","2055998.5","1798487.38","2047315.12","1743840.88","1847184.12","1902765.62","2147352","1920872.5",20.9547740563954,20.8519941263999,21.0866234836591,20.6902509168843,20.8714699673399,20.8308656440879,20.7882299438406,20.7572744292162,20.6603709214736,20.8624260476355,20.7012657434285,21.0862842990788,20.727267993077,20.863669527652,21.3325498955468,20.8393642163694,20.9323366864791,20.8402016572614,20.8168962449418,20.8596664327288,21.0341272705487,20.8733303310542,20.9743994505481,20.9714077813057,20.7783526054306,20.9653017464642,20.733836974056,0.0737233488051648,0.2647029169098,-0.0406923538472353,0.0988708809942646,0.240632339461066,-0.00232651230553316,0.0806621865340986,-0.059505583255401,1,0.0117535737391249,0.927022708644344,1,0.108410699170359,1,1,0.361963617777571,0.352336513970656,0.00293839343478121,0.445667290034928,0.996990670695276,0.0271026747925898,0.833822553431882,0.998426327722986,0.272622296684,1,0.190265916973273,1,1,1,1,1,1,0.89915335034784,0.77401360748514,0.618015139096229,0.908096769738897,0.835401620735607,0.847371131059165,0.928545812590447,0.469284708959512,0.526828482872439,0.0712995613657865,0.384312602098446,0.357978655008358,0.965357305946294,0.25955515873772,0.517757175439116,0.0904909044443928,0.173196488162123,0.0075970880165339,0.275039032762443,0.517708267713141,0.306878826758086,0.578073712510604,0.702955495076875,0.165969348445045
"feature 416","21657","P89886",NA,"P89886",NA,"TMA20_YEAST Translation machinery-associated protein 20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TMA20 PE=1 SV=1","123207","true","2","1","0","0","0","-1","3","3","3","3","147","147","2","3","2","2","3","2","3","3","3","3","2","3","1","3","2","2","3","2","2","2","2","3","1","2","2","2","2","4","7","2","3","10","5","8","3","6","6","7","8","1","8","4","6","10","2","5","6","6","8","2","4","5","6","5","2110572.75","1631243.5","2032123","1737949.5","1790048","1772957.5","1947239.5","1989524.62","1916292.75","1540017.62","1858800.38","1948300.5","1860208.88","1649945.62","2358248","1801538","1721969.38","1766679.5","1696416.12","1827282","1777342.88","1782704.25","2050159.38","1854213.25","1860821","2175535.25","1783161.25",21.0092031281888,20.6375407223253,20.9545562972805,20.7289547313625,20.7715668430894,20.5545154268295,20.8259404142198,20.8937847808435,20.8270331977652,20.7577265227779,20.892998908037,20.9239923215512,20.869886546218,20.6539870452806,21.1692840134928,20.7807976523036,20.7156280583337,20.7526089081953,20.8223757448008,20.8275078526457,21.0529389622487,20.7660057400698,20.6940586664808,20.8012678680989,20.7612905982188,20.765635949545,20.9673046389562,0.0770859709198343,0.191146699357467,0.0022665115474337,-0.0794783093857336,0.055673275137733,0.00332706057806694,0.00566710190473311,0.0629664206362328,1,0.0763150761036749,1,1,1,1,1,1,0.369556413916475,0.0190787690259187,0.548657140645186,0.996990670695276,0.252744311401998,0.833822553431882,0.998426327722986,0.286524262068182,1,0.863496631705966,1,1,1,1,1,1,0.894944202857756,0.545678534539637,0.696921835538736,0.908096769738897,0.757536660505281,0.824138035801136,0.970378314652263,0.752701712758621,0.532945315554011,0.0845425407925408,0.968797951428224,0.462150956865545,0.614163301487245,0.278071135213992,0.792128966042009,0.76875245137899,0.233968205147959,0.0225787292525366,0.375632900415517,0.560829261094193,0.406893156042335,0.578073712510604,0.795404929696951,0.190055804676305
